name,date,time,cpu-percent,ram-resident-set-size-bytes,ram-virtual-memory-size-bytes,ram-shared-memory-bytes,ram-code-segment-size-bytes,ram-data-segment-size-bytes,ram-library-size-bytes,ram-dirty-pages-bytes,ram-unique-set-size-bytes,disk-read-bytes,disk-write-bytes,disk-read-characters-bytes,disk-write-characters-bytes,cycle
server,2024-04-15-16:36:32.720754,1713198992.7208197,19.9,793042944,3147771904,141950976,4096,1741721600,0,0,779264000,112357376,11157504,110962792,10745706,3
server,2024-04-15-16:36:37.741580,1713198997.7418478,57.0,793042944,3147771904,141950976,4096,1741721600,0,0,779264000,112357376,11157504,110980744,10745911,3
server,2024-04-15-16:36:42.720226,1713199002.7203255,29.9,793042944,3147755520,141950976,4096,1741705216,0,0,605794304,112357376,11157504,110982534,10745911,3
server,2024-04-15-16:36:47.740359,1713199007.7404525,59.1,793042944,3223306240,141950976,4096,1750278144,0,0,779366400,112357376,11161600,111023758,10746473,3
server,2024-04-15-16:36:52.717861,1713199012.7179224,19.8,793042944,3223273472,141950976,4096,1760165888,0,0,779407360,112357376,11161600,111025548,10746689,3
server,2024-04-15-16:36:57.724631,1713199017.724686,76.0,793042944,3223273472,141950976,4096,1760260096,0,0,779456512,112357376,11161600,111043673,10746976,3
server,2024-04-15-16:37:02.711449,1713199022.7115097,19.9,798547968,3223273472,141950976,4096,1760260096,0,0,784896000,112357376,11173888,115259663,10750231,4
server,2024-04-15-16:37:07.720299,1713199027.72036,59.3,798547968,3223273472,141950976,4096,1760350208,0,0,784908288,112357376,11173888,115277614,10750654,4
server,2024-04-15-16:37:12.714011,1713199032.7140641,19.9,798547968,3223273472,141950976,4096,1760350208,0,0,784908288,112357376,11173888,115279404,10750654,4
server,2024-04-15-16:37:17.717242,1713199037.717317,39.7,798679040,3223273472,141950976,4096,1760391168,0,0,784957440,112357376,11173888,115297355,10750859,4
